order_id,item_id,product_id,quantity,list_price,discount,source,timesamp
11,1,8,1,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
11,2,22,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
11,3,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
12,1,4,2,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
12,2,11,1,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
13,1,13,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
13,2,17,2,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
13,3,20,2,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
13,4,16,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
14,1,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
15,1,12,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
15,2,8,1,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
15,3,18,2,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
15,4,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
16,1,8,1,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
16,2,21,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
16,3,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
16,4,14,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
17,1,8,1,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
17,2,23,1,299.99,0.1,Postgres,2024-05-02 01:02:30.140743
17,3,5,1,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
17,4,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
18,1,2,2,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
18,2,22,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
18,3,7,1,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
18,4,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
18,5,9,2,2999.99,0.1,Postgres,2024-05-02 01:02:30.140743
19,1,10,1,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
19,2,9,2,2999.99,0.2,Postgres,2024-05-02 01:02:30.140743
20,1,9,1,2999.99,0.07,Postgres,2024-05-02 01:02:30.140743
20,2,10,2,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
21,1,14,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
21,2,17,1,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
21,3,10,1,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
22,1,15,2,529.99,0.2,Postgres,2024-05-02 01:02:30.140743
22,2,22,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
23,1,4,2,2899.99,0.05,Postgres,2024-05-02 01:02:30.140743
23,2,23,2,299.99,0.1,Postgres,2024-05-02 01:02:30.140743
23,3,13,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
24,1,3,2,999.99,0.1,Postgres,2024-05-02 01:02:30.140743
24,2,18,2,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
25,1,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
25,2,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
25,3,22,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
25,4,14,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
25,5,21,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
26,1,7,1,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
26,2,2,1,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
26,3,12,1,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
26,4,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
27,1,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
27,2,19,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
27,3,26,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
27,4,8,1,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
28,1,5,1,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
28,2,7,2,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
28,3,14,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
28,4,6,1,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
29,1,24,2,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
29,2,6,1,469.99,0.2,Postgres,2024-05-02 01:02:30.140743
29,3,21,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
29,4,8,1,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
29,5,14,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
30,1,26,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
30,2,17,1,429.0,0.07,Postgres,2024-05-02 01:02:30.140743
30,3,19,1,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
30,4,4,1,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
30,5,7,2,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
31,1,11,2,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
31,2,9,2,2999.99,0.2,Postgres,2024-05-02 01:02:30.140743
32,1,8,2,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
32,2,12,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
32,3,25,2,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
33,1,23,2,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
33,2,7,1,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
34,1,8,2,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
34,2,10,2,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
34,3,17,2,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
35,1,18,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
35,2,20,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
35,3,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
35,4,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
35,5,22,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
36,1,9,1,2999.99,0.07,Postgres,2024-05-02 01:02:30.140743
36,2,5,1,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
36,3,3,2,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
37,1,16,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
38,1,7,2,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
38,2,23,1,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
38,3,25,1,499.99,0.2,Postgres,2024-05-02 01:02:30.140743
38,4,10,2,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
38,5,24,1,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
39,1,22,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
39,2,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
39,3,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
39,4,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
40,1,17,1,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
40,2,8,2,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
41,1,5,1,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
41,2,19,2,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
41,3,26,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
42,1,19,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
43,1,13,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
43,2,12,2,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
44,1,7,1,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
44,2,16,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
45,1,4,2,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
45,2,22,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
45,3,21,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
46,1,17,1,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
47,1,6,1,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
47,2,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
47,3,25,2,499.99,0.07,Postgres,2024-05-02 01:02:30.140743
47,4,13,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
48,1,11,1,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
48,2,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
48,3,5,2,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
48,4,14,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
49,1,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
50,1,3,1,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
50,2,26,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
50,3,13,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
51,1,13,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
51,2,20,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
51,3,26,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
52,1,25,1,499.99,0.07,Postgres,2024-05-02 01:02:30.140743
53,1,8,2,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
53,2,23,2,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
53,3,14,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
53,4,25,2,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
54,1,26,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
54,2,3,1,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
55,1,21,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
55,2,25,2,499.99,0.2,Postgres,2024-05-02 01:02:30.140743
55,3,15,2,529.99,0.2,Postgres,2024-05-02 01:02:30.140743
56,1,20,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
57,1,23,2,299.99,0.1,Postgres,2024-05-02 01:02:30.140743
57,2,19,2,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
57,3,13,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
58,1,14,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
58,2,18,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
58,3,23,1,299.99,0.1,Postgres,2024-05-02 01:02:30.140743
59,1,21,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
59,2,2,1,749.99,0.1,Postgres,2024-05-02 01:02:30.140743
59,3,17,2,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
60,1,14,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
60,2,4,1,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
60,3,15,1,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
60,4,22,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
61,1,25,1,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
61,2,15,2,529.99,0.05,Postgres,2024-05-02 01:02:30.140743
61,3,5,2,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
62,1,14,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
62,2,8,2,1799.99,0.1,Postgres,2024-05-02 01:02:30.140743
62,3,22,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
63,1,25,2,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
63,2,19,2,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
63,3,3,1,999.99,0.1,Postgres,2024-05-02 01:02:30.140743
64,1,25,2,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
64,2,22,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
64,3,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
64,4,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
65,1,12,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
66,1,2,1,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
66,2,23,1,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
66,3,12,1,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
67,1,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
67,2,12,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
67,3,21,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
67,4,5,2,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
67,5,19,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
68,1,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
68,2,17,1,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
69,1,22,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
69,2,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
69,3,10,1,1549.0,0.05,Postgres,2024-05-02 01:02:30.140743
70,1,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
70,2,18,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
70,3,20,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
71,1,26,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
71,2,24,1,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
71,3,18,1,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
72,1,17,2,429.0,0.07,Postgres,2024-05-02 01:02:30.140743
72,2,12,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
72,3,13,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
73,1,22,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
73,2,26,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
73,3,3,2,999.99,0.07,Postgres,2024-05-02 01:02:30.140743
73,4,25,1,499.99,0.07,Postgres,2024-05-02 01:02:30.140743
73,5,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
74,1,16,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
74,2,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
75,1,3,1,999.99,0.1,Postgres,2024-05-02 01:02:30.140743
75,2,7,2,3999.99,0.07,Postgres,2024-05-02 01:02:30.140743
75,3,15,1,529.99,0.2,Postgres,2024-05-02 01:02:30.140743
76,1,12,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
76,2,11,2,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
76,3,5,1,1320.99,0.07,Postgres,2024-05-02 01:02:30.140743
77,1,20,1,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
77,2,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
77,3,26,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
77,4,25,1,499.99,0.2,Postgres,2024-05-02 01:02:30.140743
78,1,17,1,429.0,0.07,Postgres,2024-05-02 01:02:30.140743
78,2,19,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
78,3,18,2,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
78,4,14,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
79,1,9,2,2999.99,0.1,Postgres,2024-05-02 01:02:30.140743
79,2,17,2,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
79,3,6,1,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
79,4,25,2,499.99,0.07,Postgres,2024-05-02 01:02:30.140743
80,1,26,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
80,2,24,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
80,3,17,1,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
81,1,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
81,2,23,2,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
81,3,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
82,1,25,2,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
82,2,11,2,1680.99,0.2,Postgres,2024-05-02 01:02:30.140743
83,1,20,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
83,2,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
84,1,23,2,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
84,2,15,2,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
85,1,4,2,2899.99,0.05,Postgres,2024-05-02 01:02:30.140743
85,2,18,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
86,1,9,2,2999.99,0.1,Postgres,2024-05-02 01:02:30.140743
86,2,23,2,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
86,3,21,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
86,4,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
87,1,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
87,2,23,2,299.99,0.1,Postgres,2024-05-02 01:02:30.140743
88,1,10,1,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
88,2,8,2,1799.99,0.1,Postgres,2024-05-02 01:02:30.140743
88,3,7,1,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
89,1,5,1,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
89,2,6,2,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
90,1,3,1,999.99,0.1,Postgres,2024-05-02 01:02:30.140743
90,2,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
91,1,11,1,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
91,2,25,1,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
91,3,15,2,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
91,4,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
92,1,8,1,1799.99,0.1,Postgres,2024-05-02 01:02:30.140743
93,1,22,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
93,2,17,1,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
93,3,21,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
93,4,2,1,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
93,5,10,2,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
94,1,12,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
94,2,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
94,3,11,1,1680.99,0.2,Postgres,2024-05-02 01:02:30.140743
94,4,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
95,1,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
95,2,19,1,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
95,3,8,2,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
95,4,20,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
96,1,26,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
96,2,23,1,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
97,1,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
97,2,2,1,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
97,3,6,2,469.99,0.2,Postgres,2024-05-02 01:02:30.140743
97,4,19,1,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
98,1,19,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
98,2,21,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
98,3,2,1,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
98,4,22,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
99,1,13,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
99,2,21,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
99,3,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
99,4,7,2,3999.99,0.07,Postgres,2024-05-02 01:02:30.140743
99,5,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
100,1,12,2,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
100,2,11,2,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
100,3,7,2,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
100,4,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
100,5,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
101,1,12,2,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
102,1,15,1,529.99,0.05,Postgres,2024-05-02 01:02:30.140743
102,2,22,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
103,1,17,1,429.0,0.07,Postgres,2024-05-02 01:02:30.140743
103,2,3,1,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
103,3,18,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
103,4,15,2,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
103,5,9,2,2999.99,0.1,Postgres,2024-05-02 01:02:30.140743
104,1,19,2,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
104,2,26,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
105,1,11,2,1680.99,0.2,Postgres,2024-05-02 01:02:30.140743
105,2,3,1,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
105,3,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
106,1,17,1,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
106,2,13,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
107,1,19,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
107,2,13,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
108,1,11,1,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
108,2,22,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
108,3,16,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
109,1,22,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
109,2,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
110,1,14,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
111,1,14,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
111,2,12,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
112,1,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
112,2,25,2,499.99,0.07,Postgres,2024-05-02 01:02:30.140743
112,3,24,2,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
112,4,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
113,1,12,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
113,2,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
113,3,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
113,4,23,1,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
113,5,5,2,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
114,1,12,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
114,2,2,1,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
114,3,13,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
115,1,22,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
115,2,19,1,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
116,1,26,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
117,1,22,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
117,2,26,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
117,3,14,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
117,4,19,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
118,1,18,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
118,2,4,1,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
118,3,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
118,4,3,2,999.99,0.1,Postgres,2024-05-02 01:02:30.140743
118,5,23,2,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
119,1,25,1,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
120,1,13,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
120,2,6,2,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
120,3,10,2,1549.0,0.05,Postgres,2024-05-02 01:02:30.140743
120,4,17,1,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
120,5,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
121,1,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
121,2,14,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
121,3,4,2,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
121,4,24,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
121,5,2,2,749.99,0.05,Postgres,2024-05-02 01:02:30.140743
122,1,16,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
123,1,12,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
124,1,16,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
124,2,4,1,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
124,3,7,2,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
125,1,17,1,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
126,1,9,2,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
127,1,17,1,429.0,0.07,Postgres,2024-05-02 01:02:30.140743
