order_id,item_id,product_id,quantity,list_price,discount,source_x,timesamp,EGP,list_price_egp
32,1,8,2,1799.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
32,2,12,2,549.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
32,3,25,2,499.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
33,1,23,2,299.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
33,2,7,1,3999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,191495.92
34,1,8,2,1799.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
34,2,10,2,1549.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
34,3,17,2,429.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
35,1,18,1,449.0,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
35,2,20,2,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
35,3,5,1,1320.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
35,4,21,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
35,5,22,1,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
36,1,9,1,2999.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,143621.82
36,2,5,1,1320.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
36,3,3,2,999.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
37,1,16,2,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
38,1,7,2,3999.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,191495.92
38,2,23,1,299.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
38,3,25,1,499.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
38,4,10,2,1549.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
38,5,24,1,549.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
39,1,22,2,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
39,2,16,2,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
39,3,3,2,999.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
39,4,15,1,529.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
40,1,17,1,429.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
40,2,8,2,1799.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
41,1,5,1,1320.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
41,2,19,2,449.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
41,3,26,2,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
42,1,19,1,449.0,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
43,1,13,2,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
43,2,12,2,549.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
44,1,7,1,3999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,191495.92
44,2,16,1,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
45,1,4,2,2899.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,138834.41
45,2,22,1,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
45,3,21,2,269.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
46,1,17,1,429.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
47,1,6,1,469.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,22500.35
47,2,15,1,529.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
47,3,25,2,499.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
47,4,13,1,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
48,1,11,1,1680.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,80475.88
48,2,4,1,2899.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,138834.41
48,3,5,2,1320.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
48,4,14,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
49,1,13,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
50,1,3,1,999.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
50,2,26,2,599.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
50,3,13,2,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
51,1,13,1,269.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
51,2,20,1,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
51,3,26,2,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
52,1,25,1,499.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
53,1,8,2,1799.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
53,2,23,2,299.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
53,3,14,2,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
53,4,25,2,499.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
54,1,26,2,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
54,2,3,1,999.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
55,1,21,1,269.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
55,2,25,2,499.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
55,3,15,2,529.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
56,1,20,2,599.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
57,1,23,2,299.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
57,2,19,2,449.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
57,3,13,1,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
58,1,14,2,269.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
58,2,18,1,449.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
58,3,23,1,299.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
59,1,21,1,269.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
59,2,2,1,749.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,35905.1
59,3,17,2,429.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
60,1,14,2,269.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
60,2,4,1,2899.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,138834.41
60,3,15,1,529.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
60,4,22,1,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
61,1,25,1,499.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
61,2,15,2,529.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
61,3,5,2,1320.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
62,1,14,1,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
62,2,8,2,1799.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
62,3,22,2,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
63,1,25,2,499.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
63,2,19,2,449.0,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
63,3,3,1,999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
64,1,25,2,499.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
64,2,22,2,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
64,3,23,2,299.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
64,4,24,2,549.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
65,1,12,1,549.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
66,1,2,1,749.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,35905.1
66,2,23,1,299.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
66,3,12,1,549.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
67,1,23,2,299.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
67,2,12,2,549.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
67,3,21,1,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
67,4,5,2,1320.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
67,5,19,1,449.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
68,1,13,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
68,2,17,1,429.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
69,1,22,2,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
69,2,5,1,1320.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
69,3,10,1,1549.0,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
70,1,3,2,999.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
70,2,18,1,449.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
70,3,20,1,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
71,1,26,2,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
71,2,24,1,549.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
71,3,18,1,449.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
72,1,17,2,429.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
72,2,12,1,549.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
72,3,13,2,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
73,1,22,1,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
73,2,26,2,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
73,3,3,2,999.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
73,4,25,1,499.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
73,5,23,2,299.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
74,1,16,2,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
74,2,6,1,469.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,22500.35
75,1,3,1,999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
75,2,7,2,3999.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,191495.92
75,3,15,1,529.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
76,1,12,1,549.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
76,2,11,2,1680.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,80475.88
76,3,5,1,1320.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
77,1,20,1,599.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
77,2,24,2,549.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
77,3,26,1,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
77,4,25,1,499.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
78,1,17,1,429.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
78,2,19,1,449.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
78,3,18,2,449.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
78,4,14,2,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
79,1,9,2,2999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,143621.82
79,2,17,2,429.0,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
79,3,6,1,469.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,22500.35
79,4,25,2,499.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
80,1,26,1,599.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
80,2,24,1,549.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
80,3,17,1,429.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
81,1,10,2,1549.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
81,2,23,2,299.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
81,3,25,2,499.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
82,1,25,2,499.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
82,2,11,2,1680.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,80475.88
83,1,20,1,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
83,2,3,2,999.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
84,1,23,2,299.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
84,2,15,2,529.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
85,1,4,2,2899.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,138834.41
85,2,18,1,449.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
86,1,9,2,2999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,143621.82
86,2,23,2,299.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
86,3,21,2,269.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
86,4,15,1,529.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
87,1,20,2,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
87,2,23,2,299.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
88,1,10,1,1549.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
88,2,8,2,1799.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
88,3,7,1,3999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,191495.92
89,1,5,1,1320.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,63241.21
89,2,6,2,469.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,22500.35
90,1,3,1,999.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,47873.62
90,2,6,1,469.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,22500.35
91,1,11,1,1680.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,80475.88
91,2,25,1,499.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,23936.57
91,3,15,2,529.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,25372.79
91,4,13,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
92,1,8,1,1799.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
93,1,22,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
93,2,17,1,429.0,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,20537.99
93,3,21,1,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
93,4,2,1,749.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,35905.1
93,5,10,2,1549.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
94,1,12,1,549.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,26330.28
94,2,4,1,2899.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,138834.41
94,3,11,1,1680.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,80475.88
94,4,21,2,269.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
95,1,10,2,1549.0,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,74156.98
95,2,19,1,449.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
95,3,8,2,1799.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,86172.9
95,4,20,2,599.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
96,1,26,1,599.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
96,2,23,1,299.99,0.05,Postgres,2024-04-30 07:26:35.012252,47.8741,14361.75
97,1,20,2,599.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,28723.98
97,2,2,1,749.99,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,35905.1
97,3,6,2,469.99,0.2,Postgres,2024-04-30 07:26:35.012252,47.8741,22500.35
97,4,19,1,449.0,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
98,1,19,1,449.0,0.07,Postgres,2024-04-30 07:26:35.012252,47.8741,21495.47
98,2,21,1,269.99,0.1,Postgres,2024-04-30 07:26:35.012252,47.8741,12925.53
