order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source_x,late_delivery,latency_days,weekend,item_id,product_id,quantity,list_price_x,discount,source_x,EGP,list_price_egp,product_name,brand_id,category_id,model_year,source_y,timestamp
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,Postgres,True,,False,1,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,Postgres,True,,False,1,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,Postgres,False,1.0,True,4,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,Postgres,True,,False,1,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,Postgres,True,,False,2,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,Postgres,True,,False,2,20,1,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,Postgres,True,,False,3,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Postgres,True,,True,1,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,Postgres,False,1.0,False,3,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,Postgres,True,,False,1,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Postgres,True,,False,5,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
185,24,3,2016-04-20,2016-04-20,2016-04-21,1,2,Postgres,True,,False,1,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,Postgres,True,,True,5,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,Postgres,False,1.0,False,2,20,2,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,Postgres,False,1.0,False,2,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,Postgres,True,,False,4,20,1,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,Postgres,True,,False,3,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,Postgres,True,,True,1,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,Postgres,True,,True,1,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,Postgres,True,,False,1,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,Postgres,True,,False,2,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,Postgres,True,,True,4,20,1,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,Postgres,True,,False,3,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,Postgres,False,1.0,False,3,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,Postgres,False,1.0,True,1,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
349,30,3,2016-08-03,2016-08-03,2016-08-04,1,3,Postgres,True,,False,1,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
350,31,3,2016-08-03,2016-08-03,2016-08-04,1,3,Postgres,True,,False,2,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,Postgres,False,2.0,False,3,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,Postgres,True,,False,4,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,Postgres,True,,False,1,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
407,77,3,2016-09-01,2016-09-01,2016-09-02,3,8,Postgres,True,,False,1,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,Postgres,True,,True,2,20,1,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,Postgres,True,,False,3,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,Postgres,True,,False,1,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Postgres,False,1.0,False,2,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Postgres,True,,False,3,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,Postgres,True,,True,2,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Postgres,False,2.0,True,4,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,Postgres,False,1.0,False,4,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,Postgres,True,,True,3,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,Postgres,True,,False,2,20,1,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,Postgres,False,1.0,False,3,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,Postgres,False,1.0,False,4,20,2,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,Postgres,True,,False,3,20,2,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,Postgres,False,2.0,False,2,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,Postgres,True,,False,4,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
691,1081,4,2017-02-04,2017-02-06,2017-02-06,2,7,Postgres,True,,True,4,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
774,690,4,2017-03-12,2017-03-14,2017-03-14,2,6,Postgres,True,,False,3,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
782,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7,Postgres,True,,False,1,20,2,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
833,406,4,2017-04-12,2017-04-14,2017-04-15,2,7,Postgres,True,,False,1,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
905,609,4,2017-05-23,2017-05-26,2017-05-24,2,6,Postgres,False,2.0,False,4,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
914,1068,4,2017-05-28,2017-05-31,2017-05-31,1,2,Postgres,True,,False,2,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
948,618,4,2017-06-15,2017-06-17,2017-06-17,2,6,Postgres,True,,False,2,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
948,618,4,2017-06-15,2017-06-17,2017-06-17,2,6,Postgres,True,,False,2,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
952,355,4,2017-06-16,2017-06-18,2017-06-18,2,7,Postgres,True,,True,1,20,2,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
983,1158,4,2017-06-27,2017-06-28,2017-06-29,2,6,Postgres,True,,False,2,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
992,723,4,2017-07-07,2017-07-10,2017-07-09,2,7,Postgres,False,1.0,True,3,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1006,1070,4,2017-07-15,2017-07-18,2017-07-17,2,7,Postgres,False,1.0,True,1,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1020,16,3,2017-07-23,2017-07-23,2017-07-24,2,6,Postgres,True,,True,1,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1029,407,4,2017-07-29,2017-07-30,2017-08-01,1,3,Postgres,True,,False,1,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1043,1235,4,2017-08-06,2017-08-09,2017-08-08,2,6,Postgres,False,1.0,False,2,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1073,911,4,2017-08-18,2017-08-19,2017-08-21,2,7,Postgres,True,,True,3,20,1,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1142,554,4,2017-09-23,2017-09-26,2017-09-26,1,3,Postgres,True,,False,1,20,2,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1157,24,4,2017-10-01,2017-10-03,2017-10-04,1,3,Postgres,True,,False,1,20,1,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1175,292,4,2017-10-09,2017-10-11,2017-10-12,2,6,Postgres,True,,False,3,20,1,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1228,1041,4,2017-11-04,2017-11-06,2017-11-06,2,6,Postgres,True,,True,3,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1250,1188,4,2017-11-17,2017-11-19,2017-11-18,2,6,Postgres,False,1.0,False,3,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1273,1268,4,2017-11-27,2017-11-29,2017-11-29,2,6,Postgres,True,,False,2,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1302,322,4,2017-12-16,2017-12-18,2017-12-19,2,7,Postgres,True,,False,2,20,2,599.99,0.1,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1312,311,4,2017-12-25,2017-12-28,2017-12-26,1,3,Postgres,False,2.0,False,3,20,1,599.99,0.07,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1426,938,4,2018-03-07,2018-03-08,2018-03-10,2,6,Postgres,True,,False,2,20,2,599.99,0.05,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1571,80,1,2018-04-22,2018-04-22,2018-04-23,2,7,Postgres,True,,True,3,20,2,599.99,0.2,Postgres,47.8741,28723.98,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,datalake,2024-04-30 07:52:07.921605
1,259,4,2016-01-01,2016-01-03,2016-01-03,1,2,Postgres,True,,True,2,8,2,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Postgres,True,,False,2,8,1,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Postgres,True,,False,1,8,1,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Postgres,True,,False,1,8,1,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Postgres,False,1.0,False,4,8,1,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Postgres,False,1.0,False,4,8,1,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Postgres,False,2.0,False,1,8,2,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Postgres,False,2.0,False,1,8,2,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,Postgres,True,,False,2,8,2,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
53,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,Postgres,True,,False,1,8,2,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,Postgres,True,,False,2,8,2,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,Postgres,True,,False,2,8,2,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,Postgres,True,,True,1,8,1,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,Postgres,False,1.0,True,3,8,2,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,Postgres,True,,False,1,8,2,1799.99,0.05,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,Postgres,False,1.0,False,2,8,1,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,Postgres,True,,True,1,8,1,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,Postgres,True,,False,1,8,1,1799.99,0.05,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
185,24,3,2016-04-20,2016-04-20,2016-04-21,1,2,Postgres,True,,False,2,8,1,1799.99,0.05,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,Postgres,True,,False,4,8,2,1799.99,0.05,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,Postgres,True,,False,1,8,2,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,Postgres,False,1.0,False,3,8,2,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,Postgres,False,1.0,False,1,8,1,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,Postgres,False,1.0,False,3,8,1,1799.99,0.2,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,Postgres,False,1.0,False,1,8,2,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,Postgres,True,,True,4,8,2,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,Postgres,True,,True,2,8,1,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,Postgres,False,1.0,True,2,8,1,1799.99,0.1,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,Postgres,True,,False,1,8,2,1799.99,0.07,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,Postgres,True,,False,1,8,2,1799.99,0.05,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,Postgres,True,,False,1,8,2,1799.99,0.05,Postgres,47.8741,86172.9,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,datalake,2024-04-30 07:52:07.921605
